post_id,url,category,matched_patterns,snippet_sample,priority,reason
2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,주거·계약·이사,금액; 법률·행정 용어,"람 가능하며, 수수료는 약 700원입니다. * *",P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-01-housing-auto-c039f6,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-c039f6/,주거·계약·이사,금액; 퍼센트; 법률·행정 용어,센터에서 소정의 수수료(약 600원)가 발생할 수 있습니다.,P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-01-housing-auto-e6f8ea,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-e6f8ea/,주거·계약·이사,법률·행정 용어,"* 새 집으로의 전입신고, 확정일자 등 행정 절차도",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,주거·계약·이사,법률·행정 용어,"하는 건가?"" ""집주인이 보증금을 안 돌려주면 어떡하지?""",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,안전·응급상황,퍼센트,. 만약 경보기가 울린다면 100% 일산화탄소 누출이므로 즉시,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-01-safety-auto-4f0708,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-4f0708/,안전·응급상황,퍼센트,[ ] 스마트폰은 항상 50% 이상 충전 상태를 유지하고,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-03-housing-auto-5b4f05,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-5b4f05/,주거·계약·이사,금액; 퍼센트; 법률·행정 용어,"** 우편료 약 3,000~5,000원 선. (페이지 수에 따라",P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-03-housing-auto-e4e5c4,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-e4e5c4/,주거·계약·이사,법률·행정 용어,때 괜히 원상복구 비용이나 보증금에서 까일까 봐 벌써부터 걱,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,주거·계약·이사,법률·행정 용어,더 비싼 경우가 많습니다. 보증금도 높게 책정될 수 있습니다,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-03-safety-auto-7bde55,https://honsamnote.co.kr/blog/2026-08-03-safety-auto-7bde55/,안전·응급상황,금액,"* **소방 담요:** 20,000원 ~ 40,000원대 (보관",P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-04-housing-auto-cbaa3c,https://honsamnote.co.kr/blog/2026-08-04-housing-auto-cbaa3c/,주거·계약·이사,퍼센트; 법률·행정 용어,"합니다. (매매가의 0.3~0.5% 수준, 상한 요율 내에서",P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-05-housing-auto-580e50,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-580e50/,주거·계약·이사,법률·행정 용어,"니다."" * **추가 보증금 또는 월세:** 집주인이",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-05-housing-auto-f0090f,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-f0090f/,주거·계약·이사,금액; 퍼센트; 법률·행정 용어,반드시 확인합니다. (비용 700원) * **계약 조건,P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,안전·응급상황,금액,해결 (과부하 조절):** 0원. 가전제품 사용 습관 조절,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-06-housing-auto-1870eb,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1870eb/,주거·계약·이사,법률·행정 용어,"* **예산:** 전세 보증금 또는 월세(보증금+월세),",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-06-housing-auto-36b1cd,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-36b1cd/,주거·계약·이사,법령 조항; 법률·행정 용어,* 원상회복 의무는 민법 제615조에 명시된 임차인의 의무입니,P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(법령 조항, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,주거·계약·이사,퍼센트; 법률·행정 용어,시되어 있는가?** (거의 100% 명시되어 있을 것입니다.),P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,주거·계약·이사,법률·행정 용어,나갈 때 원상복구 문제로 보증금 반환에 차질이 생기거나 심,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-06-housing-auto-849c13,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-849c13/,주거·계약·이사,법률·행정 용어,"사 갈 때 원상복구 문제로 보증금 못 받는 건 아닐까?',",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,주거·계약·이사,법률·행정 용어,시 내가 너무 늦게 말해서 보증금을 못 돌려받는 건 아닐까?,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-06-safety-auto-0b96ff,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-0b96ff/,안전·응급상황,금액,"건전지는 1개당 1,000~2,000원 내외이며, 교체는 1~2분",P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-06-safety-auto-97b7d5,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-97b7d5/,안전·응급상황,금액,"등록증 재발급 수수료:** 5,000원 정도 (사진 별도).",P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,안전·응급상황,퍼센트,용하고 가스 보일러가 없는 100% 비가스 주택 거주자:**,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-07-housing-auto-5dd703,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-5dd703/,주거·계약·이사,법률·행정 용어,"달라지는 부분이 없는지, 보증금과 월세는 어떻게 되는지 등",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-07-housing-auto-baa8f0,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-baa8f0/,주거·계약·이사,퍼센트; 법률·행정 용어,"용, 실내 적정 습도(50~60%) 유지, 꾸준한 환기(특히",P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,주거·계약·이사,법률·행정 용어,니다. 임대차 계약서나 주택임대차보호법에 따라 집의 주요 설비나,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,안전·응급상황,퍼센트; 법률·행정 용어,세요. * **100%는 없다:** 어떤 보관 솔,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,안전·응급상황,금액; 법률·행정 용어,도어락 비밀번호 변경:** 0원 (자가) *,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-08-housing-auto-4e32dc,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-4e32dc/,주거·계약·이사,법률·행정 용어,기준) 또는 임차인의 경우 임대차보호법 및 계약 특약에 따라 임대,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-08-housing-auto-8b0461,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-8b0461/,주거·계약·이사,법률·행정 용어,수 있습니다. * **보증금 분쟁:** 이사 나갈 때,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-08-housing-auto-d2c1ed,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-d2c1ed/,주거·계약·이사,금액; 법률·행정 용어,5만원. (기존 보유 시 0원) * **시간:**,P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-08-safety-auto-2186aa,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-2186aa/,안전·응급상황,금액,기능을 활용하는 것이므로 0원입니다. **시간:**,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-09-housing-auto-da13ec,https://honsamnote.co.kr/blog/2026-08-09-housing-auto-da13ec/,주거·계약·이사,법률·행정 용어,부를 제대로 확인하지 못해 보증금 문제로 골치 아픈 일이 생,P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-10-housing-auto-4bca9b,https://honsamnote.co.kr/blog/2026-08-10-housing-auto-4bca9b/,주거·계약·이사,법률·행정 용어,"틀어질 수 있고, 퇴거 시 보증금 반환 지연 등 불이익을 받",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-11-housing-auto-a2f088,https://honsamnote.co.kr/blog/2026-08-11-housing-auto-a2f088/,주거·계약·이사,금액; 퍼센트; 법률·행정 용어,"등 서류 발급 비용은 각 1,000원 미만으로 매우 저렴합니다.",P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-11-safety-auto-197473,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-197473/,안전·응급상황,퍼센트,요한 것은 어떤 시스템이든 100% 완벽하지 않다는 점을 인지,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-08-12-housing-auto-f420ec,https://honsamnote.co.kr/blog/2026-08-12-housing-auto-f420ec/,주거·계약·이사,법률·행정 용어,"로, 계약 해지를 요구하고 보증금 반환을 청구할 수 있습니다",P1,주거(housing) 카테고리 + 법령/행정 용어 매치(법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요
2026-08-13-housing-auto-0fa740,https://honsamnote.co.kr/blog/2026-08-13-housing-auto-0fa740/,주거·계약·이사,금액; 퍼센트; 법률·행정 용어,":** 등기부등본 발급(약 700원~1,000원), 전입세대",P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 퍼센트, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-14-housing-auto-189ec3,https://honsamnote.co.kr/blog/2026-08-14-housing-auto-189ec3/,주거·계약·이사,금액; 법률·행정 용어,"별로 상이하며, 일반적으로 1,000원(작은 의자)에서 20,00",P1,"주거(housing) 카테고리 + 법령/행정 용어 매치(금액, 법률·행정 용어) — 임대차보호법 등은 개정 빈도가 있어 최신성 중요"
2026-08-14-safety-auto-f47696,https://honsamnote.co.kr/blog/2026-08-14-safety-auto-f47696/,안전·응급상황,금액,도어락 비밀번호 변경:** 0원 (자가 조치) *,P1,안전(safety) 카테고리 — 잘못된 정보가 신체/재산 위험으로 직결될 수 있음(고위험 + 최신성 중요)
2026-07-29-cost-1,https://honsamnote.co.kr/blog/2026-07-29-cost-1/,생활비 최적화,법률·행정 용어,시점에 집주인과 월세 또는 보증금 인하를 협상해보세요. 주변,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,생활비 최적화,금액,"손실액을 따져봅니다. (월 5,000원 할인처럼 큰 혜택이라면 유",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-07-30-cost-4,https://honsamnote.co.kr/blog/2026-07-30-cost-4/,생활비 최적화,퍼센트,고 있나요? (예: 월급의 20% 이상이라면 과도할 가능성이,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-07-30-cost-5,https://honsamnote.co.kr/blog/2026-07-30-cost-5/,생활비 최적화,금액,"절약할 수 있습니다. 월 5,000원짜리 구독 서비스 3개를 해",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-07-30-cost-8,https://honsamnote.co.kr/blog/2026-07-30-cost-8/,생활비 최적화,퍼센트,"세요. 목표는 월급의 20~30% 이상을 권장하지만, 본인의",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,생활비 최적화,금액,"서비스):** 월정액(예: 4,900원)을 내면 특정 횟수만큼 배",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,생활비 최적화,퍼센트,율 최적화:** 총급여액의 25% 초과분에 대해 공제됩니다.,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,생활비 최적화,금액,* **초기 비용 0원:** 세탁기 구매 비용이나,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-01-cost-auto-8e14b1,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-8e14b1/,생활비 최적화,퍼센트,라 단위 가격을 최대 20~30%까지 절약할 수 있습니다.,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-01-cost-auto-aa6f9d,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-aa6f9d/,생활비 최적화,퍼센트,대. (할인율에 따라 10~30% 절약 가능). *,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-01-cost-auto-e9d2d3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-e9d2d3/,생활비 최적화,금액; 법률·행정 용어,"용한다고 가정하면, 월 약 8,300원 + 기타 비용)",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-01-housing-auto-e11fd3,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-e11fd3/,주거·계약·이사,퍼센트,비용:** 새 제품의 20~50% 수준으로 매우 저렴합니다.,P2,"주거(housing) 카테고리, 금액/비율 정보(퍼센트) — 법령보다는 시세성 정보"
2026-08-03-cost-auto-4d199c,https://honsamnote.co.kr/blog/2026-08-03-cost-auto-4d199c/,생활비 최적화,법률·행정 용어,"니다. * **과태료:** 주차 위반, 속도 위",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-04-cost-auto-7e7d88,https://honsamnote.co.kr/blog/2026-08-04-cost-auto-7e7d88/,생활비 최적화,퍼센트,를 널어 실내 습도를 40~60%로 유지하면 체감 온도를 높,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-04-cost-auto-dac7b3,https://honsamnote.co.kr/blog/2026-08-04-cost-auto-dac7b3/,생활비 최적화,금액,"금액을 정하세요. (예: 0원, 3만원 이하, 5만원 이",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-05-cost-auto-9715f2,https://honsamnote.co.kr/blog/2026-08-05-cost-auto-9715f2/,생활비 최적화,금액; 법률·행정 용어,"기 비용:** 생수는 거의 0원, 필터 피처는 3~5만원대",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-05-cost-auto-e4ec33,https://honsamnote.co.kr/blog/2026-08-05-cost-auto-e4ec33/,생활비 최적화,금액; 법률·행정 용어,** 지역마다 10L 기준 250원~500원 수준으로 다양합니,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-06-cost-auto-515c77,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-515c77/,생활비 최적화,법률·행정 용어,해야 합니다. 6. **전입신고 및 주소 변경:** 이사,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-06-cost-auto-b32a96,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-b32a96/,생활비 최적화,금액,"* * 배송비 3,000원을 아끼기 위해 내가 직접",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-06-cost-auto-c59747,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-c59747/,생활비 최적화,금액,"예시: 넷플릭스 프리미엄(17,000원) + 티빙 프리미엄(13,",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-06-cost-auto-cfda8d,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-cfda8d/,생활비 최적화,금액,"니다. (예: 주 5회 * 5,000원 = 25,000원 → 월",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-06-cost-auto-f652a0,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-f652a0/,생활비 최적화,금액; 퍼센트; 법률·행정 용어,"세요. (예: 작은 가구류 2,000원~5,000원, 대형 가전/",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-06-housing-auto-1a9827,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-1a9827/,주거·계약·이사,금액,*주행 요금:** 1km당 150원 ~ 200원대 (유류비 포,P2,"주거(housing) 카테고리, 금액/비율 정보(금액) — 법령보다는 시세성 정보"
2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,생활비 최적화,퍼센트,장기적으로는 월평균 20~40% 이상의 지출 절감 효과를,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,생활비 최적화,금액; 퍼센트,특정 사용량까지는 kWh당 100원이었던 요금이 그 이상을 사,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-07-cost-auto-7256ba,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-7256ba/,생활비 최적화,금액; 법률·행정 용어,"고려 사항입니다. 최대한 0원에 해결하고 싶은지, 아니면",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-07-cost-auto-846842,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-846842/,생활비 최적화,법률·행정 용어,의하세요. * **전세보증금 보장 아님:** 이 보험은,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-07-cost-auto-b1ff82,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-b1ff82/,생활비 최적화,금액,"* **장점:** 비용 0원에 가까움, 시간 제약 없음",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-07-cost-auto-efcd2f,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-efcd2f/,생활비 최적화,퍼센트,부담해야 하는 비율(예: 10%~50%)을 확인합니다. 비,P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-07-housing-auto-0bc6a2,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-0bc6a2/,주거·계약·이사,퍼센트,지 않은 물건이 전체 짐의 50% 이상인가? * 현재,P2,"주거(housing) 카테고리, 금액/비율 정보(퍼센트) — 법령보다는 시세성 정보"
2026-08-08-cost-auto-65e819,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-65e819/,생활비 최적화,금액,"습니다. (평균 2,000~5,000원) * **가장",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
2026-08-08-cost-auto-770f4a,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-770f4a/,생활비 최적화,퍼센트,"도를 확인해보세요. 여름철 70% 이상, 겨울철 50% 이상",P2,생활비(cost) 카테고리 — 요금/가격 정보는 시기에 따라 변동되나 안전 문제만큼 긴급하지는 않음
