post_id,title,url,category,classification,proposed_cluster_or_candidate,reasoning,sibling_count,confidence
2026-08-11-housing-auto-2bfaff,"혼자 사는 직장인, 조립 가구 앞에서 한숨 쉬지 마세요! 셀프 vs 전문가 조립, 시간과 돈 아끼는 현명한 선택 가이드",https://honsamnote.co.kr/blog/2026-08-11-housing-auto-2bfaff/,주거·계약·이사,A,이사 준비,"정확한 matchTerm 문자열은 없지만 ""이사 준비"" 클러스터 정의와 토큰 1개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-13-housing-auto-5aa38a,"혼자 사는 직장인, 택배 분실·도난 걱정으로 스트레스받지 마세요! 우리 집 현관 앞 택배 100% 안전하게 받는 현실적인 방법",https://honsamnote.co.kr/blog/2026-08-13-housing-auto-5aa38a/,주거·계약·이사,A,이사 준비,"정확한 matchTerm 문자열은 없지만 ""이사 준비"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-07-30-products-50,"혼자 사는 직장인, 빨래방 갈 시간 없을 때! 소형 세탁기, '이 기준'으로 후회 없이 고르세요",https://honsamnote.co.kr/blog/2026-07-30-products-50/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-07-30-products-51,"꿉꿉한 빨래, 좁은 방에 널지 마세요! 1인 가구 직장인을 위한 미니 건조기, 실패 없이 선택하는 법",https://honsamnote.co.kr/blog/2026-07-30-products-51/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-07-30-products-53,퇴근 후 음식물 쓰레기 냄새? 1인 가구에 딱 맞는 음식물처리기 현명하게 고르는 법,https://honsamnote.co.kr/blog/2026-07-30-products-53/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-07-30-products-55,"냉동실 자리 부족한 1인 가구 직장인, 식비 절약 소형 냉동고 꼭 사야 할까요?",https://honsamnote.co.kr/blog/2026-07-30-products-55/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-07-30-products-56,"빈집 걱정 끝! 1인 가구를 위한 가정용 보안카메라, 이 5가지만 보고 고르세요",https://honsamnote.co.kr/blog/2026-07-30-products-56/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-07-30-products-57,"바쁜 1인 가구 직장인, 장보기 시간 아깝다면? 돈과 시간 아끼는 정기배송 서비스 선택 가이드",https://honsamnote.co.kr/blog/2026-07-30-products-57/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-01-products-auto-29af64,"혼자 사는 직장인, 잦은 이사에 목돈 부담? 가구 구독/렌탈, 우리 집에 맞는지 따져보는 3가지 기준",https://honsamnote.co.kr/blog/2026-08-01-products-auto-29af64/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-01-products-auto-7e3829,"혼자 사는 직장인, 가구·가전제품 폐기 막막하다면? 대형 폐기물 현명하게 버리는 4가지 방법 비교",https://honsamnote.co.kr/blog/2026-08-01-products-auto-7e3829/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-01-products-auto-9e3228,"혼자 사는 직장인, 퇴근 후 저녁 식사 고민 끝! 1인 가구 맞춤 밀키트·반찬 구독 서비스, 현명하게 고르는 법",https://honsamnote.co.kr/blog/2026-08-01-products-auto-9e3228/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-01-products-auto-ff2c16,1인 가구 정수기 기준｜정수기 렌탈,https://honsamnote.co.kr/blog/2026-08-01-products-auto-ff2c16/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-03-products-auto-1b3cc6,"퇴근 후 내 방만 시원하게! 1인 가구 이동식 에어컨 VS 서큘레이터, 뭐가 맞을까?",https://honsamnote.co.kr/blog/2026-08-03-products-auto-1b3cc6/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-03-products-auto-55fd7c,1인 가구 스마트 조명 알아보기｜스마트홈 입문,https://honsamnote.co.kr/blog/2026-08-03-products-auto-55fd7c/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-03-products-auto-c75a1a,"혼자 사는 직장인, 퇴근 후 집에서 사소한 고장 발견 시 전문가 부를까 직접 고칠까?",https://honsamnote.co.kr/blog/2026-08-03-products-auto-c75a1a/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-04-products-auto-d4b4c6,"혼자 사는 직장인, 좁은 원룸/오피스텔 공간 활용이 답답할 때! 1인 가구 다기능 가구, '이 3가지' 따져보고 고르세요",https://honsamnote.co.kr/blog/2026-08-04-products-auto-d4b4c6/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-04-products-auto-e91dfc,"혼자 사는 직장인, 새 가구 조립/분해 엄두가 안 난다면? 1인 가구 맞춤 가구 조립·분해 서비스, '이 3가지'로 현명하게 고르세요",https://honsamnote.co.kr/blog/2026-08-04-products-auto-e91dfc/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 1개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-05-products-auto-8d663c,"혼자 사는 직장인, 퇴근 후 드라이클리닝 번거롭다면? 동네 세탁소 vs 세탁 앱 vs 홈케어, 내게 맞는 선택은?",https://honsamnote.co.kr/blog/2026-08-05-products-auto-8d663c/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-05-products-auto-9973a7,"혼자 사는 직장인, 택배 분실·재배송 스트레스 끝! 1인 가구 스마트/무인 택배함, 우리 집에 딱 맞는지 따져보는 3가지 기준",https://honsamnote.co.kr/blog/2026-08-05-products-auto-9973a7/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-17f494,"혼자 사는 직장인, 구겨진 옷 때문에 출근길 스트레스받는다면? 1인 가구 스팀다리미 vs 의류관리기, 내게 맞는 최적의 선택은?",https://honsamnote.co.kr/blog/2026-08-06-products-auto-17f494/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-1d916e,1인 가구 전월세 안심보험 방법｜세입자 보험,https://honsamnote.co.kr/blog/2026-08-06-products-auto-1d916e/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-2eb0f5,"혼자 사는 직장인, 짧은 출장/휴가 때 반려동물 돌봄 걱정이라면? 펫시터 vs. 펫호텔 vs. 스마트 기기, 내게 맞는 최적의 선택은?",https://honsamnote.co.kr/blog/2026-08-06-products-auto-2eb0f5/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-44e274,1인 가구 인터넷 비교｜인터넷 요금제 비교,https://honsamnote.co.kr/blog/2026-08-06-products-auto-44e274/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-5b74f3,"혼자 사는 직장인, 옆집 소음에 잠 못 이루고 스트레스받는다면? 1인 가구 맞춤 층간소음/생활소음 해결, '이 3가지'로 현실적인 대책 마련하세요!",https://honsamnote.co.kr/blog/2026-08-06-products-auto-5b74f3/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-707d16,1인 가구 인터넷 비용 정리｜와이파이 끊김,https://honsamnote.co.kr/blog/2026-08-06-products-auto-707d16/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 3개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-99b34b,"혼자 사는 직장인, 좁은 집에서도 허리 편한 홈 오피스? 인체공학 의자 vs 스탠딩 데스크 컨버터, 내게 맞는 선택은?",https://honsamnote.co.kr/blog/2026-08-06-products-auto-99b34b/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 1개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-9bb85c,"혼자 사는 직장인, 좁은 집에 쌓인 짐 처리 난감하다면? 셀프 스토리지 vs 방문형 짐 보관 서비스, 내게 맞는 선택은?",https://honsamnote.co.kr/blog/2026-08-06-products-auto-9bb85c/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-aad52f,"혼자 사는 직장인, 매일 입는 옷 관리 막막하다면? 의류관리기 vs. 핸디 스팀다리미, 내게 딱 맞는 선택은?",https://honsamnote.co.kr/blog/2026-08-06-products-auto-aad52f/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-b3c106,"혼자 사는 직장인, 퇴근 후 현관문 앞에서 허둥지둥? 1인 가구 스마트 도어록, 똑똑하게 선택하고 설치하는 법",https://honsamnote.co.kr/blog/2026-08-06-products-auto-b3c106/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-b9fc71,"혼자 사는 직장인, 비싼 카페 커피 졸업하고 싶다면? 캡슐 커피 머신 vs 핸드드립, 나에게 딱 맞는 선택은?",https://honsamnote.co.kr/blog/2026-08-06-products-auto-b9fc71/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-be51b1,1인 가구 소화기 방법｜K급 소화기,https://honsamnote.co.kr/blog/2026-08-06-products-auto-be51b1/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-06-products-auto-f84639,"혼자 사는 직장인, 난방비 폭탄 맞기 싫다면? 퇴근 후 우리집 보일러, '이 3가지'로 현명하게 관리하세요!",https://honsamnote.co.kr/blog/2026-08-06-products-auto-f84639/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-07-products-auto-074e7a,"혼자 사는 직장인, 가끔 필요한 문서 인쇄가 번거롭다면? 개인 프린터 vs 인쇄 서비스, 내게 맞는 최적의 선택은?",https://honsamnote.co.kr/blog/2026-08-07-products-auto-074e7a/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-07-products-auto-0e769c,"혼자 사는 직장인, 좁은 주방 조리 기구 선택에 고민된다면? 1인 가구 인덕션 vs 휴대용 가스레인지, 내게 맞는 최적의 선택은?",https://honsamnote.co.kr/blog/2026-08-07-products-auto-0e769c/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
2026-08-07-products-auto-2fe4a8,"혼자 사는 직장인, 좁은 집에 쌓이는 분리수거에 지쳤다면? 1인 가구 맞춤 '똑똑한 분리수거' 3단계로 끝내세요!",https://honsamnote.co.kr/blog/2026-08-07-products-auto-2fe4a8/,1인 가구 제품·서비스,A,청소가전,"정확한 matchTerm 문자열은 없지만 ""청소가전"" 클러스터 정의와 토큰 2개 겹침 — 사람이 matchTerms 보강 여부 검토 필요",,MEDIUM
