post_id,url,category,title,phrase_found,total_occurrences,sentence_context,decision,keep_reason,soften_suggestion,checked_date
2026-07-30-safety-37,https://honsamnote.co.kr/blog/2026-07-30-safety-37/,safety,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,절대,7,"**이 단계에서는 절대 불을 끄려 시도하지 말고 즉시 대피하는 것이 최우선입니다.**
*   **판단 기준 핵심:** 불을 인지했을 때, **'5초 안에 진압할 수 없겠다'**고 판단되면 무조건 대피하세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-07-30-safety-37,https://honsamnote.co.kr/blog/2026-07-30-safety-37/,safety,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,무조건,2,"**이 단계에서는 절대 불을 끄려 시도하지 말고 즉시 대피하는 것이 최우선입니다.**
*   **판단 기준 핵심:** 불을 인지했을 때, **'5초 안에 진압할 수 없겠다'**고 판단되면 무조건 대피하세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-07-30-safety-37,https://honsamnote.co.kr/blog/2026-07-30-safety-37/,safety,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,완전히,1,"젖은 담요나 이불로 불이 난 프라이팬/냄비를 완전히 덮어 산소를 차단하거나, 소화기를 사용합니다.",REVIEW,,,2026-08-18
2026-07-30-safety-37,https://honsamnote.co.kr/blog/2026-07-30-safety-37/,safety,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,가장안전,1,발이 보이지 않는 짙은 연기 속에서는 무릎으로 기어가는 것이 가장 안전합니다.,REVIEW,,,2026-08-18
2026-07-30-safety-38,https://honsamnote.co.kr/blog/2026-07-30-safety-38/,safety,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",반드시,3,"먼저 확인할 결론

택배 송장에 담긴 개인정보는 유출될 경우 심각한 범죄로 이어질 수 있으므로, 반드시 완벽하게 파기해야 합니다.",REVIEW,,,2026-08-18
2026-07-30-safety-38,https://honsamnote.co.kr/blog/2026-07-30-safety-38/,safety,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",절대,1,'이 정도면 괜찮겠지' 하는 안일한 생각은 개인정보 보호에 있어서는 절대 금물입니다.,REVIEW,,,2026-08-18
2026-07-30-safety-38,https://honsamnote.co.kr/blog/2026-07-30-safety-38/,safety,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",완전히,3,완전히 불려진 송장은 손으로 비벼서 더 이상 정보를 알아볼 수 없도록 훼손합니다.,REVIEW,,,2026-08-18
2026-07-30-safety-38,https://honsamnote.co.kr/blog/2026-07-30-safety-38/,safety,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",완벽하게,4,"먼저 확인할 결론

택배 송장에 담긴 개인정보는 유출될 경우 심각한 범죄로 이어질 수 있으므로, 반드시 완벽하게 파기해야 합니다.",SOFTEN,,"""완벽하게"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
2026-08-06-safety-auto-b35351,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-b35351/,safety,방문자 응대 체크리스트｜현관문,반드시,1,반드시 공식적인 경로로 확인해야 합니다.,REVIEW,,,2026-08-18
2026-08-06-safety-auto-b35351,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-b35351/,safety,방문자 응대 체크리스트｜현관문,절대,7,"먼저 확인할 결론
예상치 못한 방문자가 문을 두드릴 때는 **절대 문을 먼저 열지 마세요.** 외부 침입 시도는 의외로 간단한 상황에서 시작됩니다.",REVIEW,,,2026-08-18
2026-08-06-safety-auto-b35351,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-b35351/,safety,방문자 응대 체크리스트｜현관문,완전히,1,"하지만 이 경우 상대방에게 '집에 사람이 없다'는 인식을 줄 수 있으며, 진짜 응급 상황(예: 옆집 화재로 인한 대피 경고)일 가능성도 완전히 배제할 수 없습니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-06-safety-auto-b35351,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-b35351/,safety,방문자 응대 체크리스트｜현관문,가장안전,1,혼자서 섣불리 대응하기보다는 전문가의 도움을 받는 것이 가장 안전합니다.,REVIEW,,,2026-08-18
2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,safety,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",반드시,7,"먼저 확인할 결론
새 집으로 이사했다면, 다른 어떤 일보다 **도어락 비밀번호는 반드시 즉시 변경하고, 기존 열쇠는 모두 회수하거나 필요하다면 현관문 실린더 교체를 최우선으로 고려**해야 합니다.",REVIEW,,,2026-08-18
2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,safety,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",절대,2,아무리 바쁘더라도 이 핵심적인 안전 수칙만큼은 절대 미루지 마세요.,REVIEW,,,2026-08-18
2026-08-12-safety-auto-020b2f,https://honsamnote.co.kr/blog/2026-08-12-safety-auto-020b2f/,safety,배수구 냄새 제거 방법｜싱크대 악취,반드시,3,*   **사용 방법**: 반드시 제품 설명서에 따라 사용합니다.,REVIEW,,,2026-08-18
2026-08-12-safety-auto-020b2f,https://honsamnote.co.kr/blog/2026-08-12-safety-auto-020b2f/,safety,배수구 냄새 제거 방법｜싱크대 악취,절대,4,"(주의: 락스와 식초는 절대 혼합 금지!)
    4.",REVIEW,,,2026-08-18
2026-08-12-safety-auto-020b2f,https://honsamnote.co.kr/blog/2026-08-12-safety-auto-020b2f/,safety,배수구 냄새 제거 방법｜싱크대 악취,완전히,1,"*   **배수구에 부적절한 물건 넣기**: 막대기, 젓가락, 심지어 락스 뚜껑 같은 이물질을 배수구에 넣어 막힌 것을 뚫으려다가 오히려 더 깊이 박혀 완전히 막힘을 유발할 수 있습니다.",REVIEW,,,2026-08-18
2026-08-12-safety-auto-020b2f,https://honsamnote.co.kr/blog/2026-08-12-safety-auto-020b2f/,safety,배수구 냄새 제거 방법｜싱크대 악취,확실히,1,"이 지긋지긋한 냄새, 어떻게 해야 확실히 잡을 수 있을까요?",REVIEW,,,2026-08-18
2026-07-30-cost-80,https://honsamnote.co.kr/blog/2026-07-30-cost-80/,cost,알뜰폰 비교｜통신 3사,반드시,4,"**이런 분들은 알뜰폰을 고려해보세요:**
*   월 데이터 사용량이 일정하거나, 와이파이 환경에서 주로 데이터를 사용하는 분
*   기존 통신사에서 받고 있는 가족 결합, 인터넷/TV 결합 등 대규모 할인 혜택이 없거나 미미한 분
*   통신사 멤버십 혜택을 거의 사용하지 않거나, 다른 방법으로 대체 가능한 분
*   휴대폰을 자급제로 구매하고 2",REVIEW,,,2026-08-18
2026-07-30-cost-80,https://honsamnote.co.kr/blog/2026-07-30-cost-80/,cost,알뜰폰 비교｜통신 3사,무조건,3,"먼저 확인할 결론

'통신 3사는 무조건 비싸고, 알뜰폰이 무조건 싸다'는 일반적인 생각은 당신의 실제 생활 패턴과 필요를 충분히 반영하지 못한 오해일 수 있습니다.",REVIEW,,,2026-08-18
2026-08-01-cost-auto-aa6f9d,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-aa6f9d/,cost,"혼자 사는 직장인, 큰돈 드는 가전·가구! 새것 vs 중고 vs 렌탈, 내게 맞는 선택 기준 3가지",반드시,4,*   **팁:** 직거래를 통해 제품 상태를 직접 확인하고 작동 여부를 반드시 점검하세요.,REVIEW,,,2026-08-18
2026-08-01-cost-auto-aa6f9d,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-aa6f9d/,cost,"혼자 사는 직장인, 큰돈 드는 가전·가구! 새것 vs 중고 vs 렌탈, 내게 맞는 선택 기준 3가지",무조건,2,"*   **'무조건 새것이 좋다'는 편견:** 예산과 거주 계획을 고려하지 않고 무조건 최신/고가 모델만 고집하면 불필요한 지출이 발생하고, 이사 시 처분에 골치 아파질 수 있습니다.",REVIEW,,,2026-08-18
2026-08-01-cost-auto-aa6f9d,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-aa6f9d/,cost,"혼자 사는 직장인, 큰돈 드는 가전·가구! 새것 vs 중고 vs 렌탈, 내게 맞는 선택 기준 3가지",가장안전,1,사진이나 영상만 믿지 말고 가능하다면 직접 방문하여 작동 여부를 확인하는 것이 가장 안전합니다.,SOFTEN,,"""반드시"" 삭제 또는 ""권장합니다""로 완화",2026-08-18
2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,housing,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",반드시,5,"반드시 증거를 남길 수 있는 방법(문자 메시지, 카카오톡, 이메일, 내용증명 우편)을 사용하세요.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,housing,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",절대,2,"그리고 앞서 설명드린 통보 가능 기간(만료 6개월 전 ~ 2개월 전, 또는 1개월 전)을 달력에 표시해두고 이 '황금 시간'을 절대 놓치지 않도록 주의합니다.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-abec0f,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-abec0f/,housing,"내 첫 전월세 계약 만료, 집주인 무리한 요구에 당황? 계약갱신청구권으로 당당하게 대처하는 법",무조건,1,"*   **집주인이 무조건 거절할 수 없나요?**
    대부분의 경우 집주인은 임차인의 계약갱신청구권을 거절할 수 없습니다.",REVIEW,,,2026-08-18
2026-08-03-housing-auto-e4e5c4,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-e4e5c4/,housing,"혼자 사는 직장인, 이사 전 빈집 점검 소홀하면 보증금 날릴 수도! 꼼꼼하게 현장 확인하는 순서",반드시,6,"**모든 문제점 '사진과 동영상'으로 꼼꼼히 기록**
    *   문제점을 발견하면 반드시 **사진을 찍고, 가능하면 동영상으로도 촬영**하세요.",REVIEW,,,2026-08-18
2026-08-03-housing-auto-e4e5c4,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-e4e5c4/,housing,"혼자 사는 직장인, 이사 전 빈집 점검 소홀하면 보증금 날릴 수도! 꼼꼼하게 현장 확인하는 순서",절대,1,구두는 절대 금물입니다.,REVIEW,,,2026-08-18
2026-08-03-housing-auto-e4e5c4,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-e4e5c4/,housing,"혼자 사는 직장인, 이사 전 빈집 점검 소홀하면 보증금 날릴 수도! 꼼꼼하게 현장 확인하는 순서",무조건,1,"애매한 부분은 무조건 사진, 동영상으로 남겨두고 집주인에게 알리는 것이 현명합니다.",REVIEW,,,2026-08-18
2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,safety,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",반드시,3,"(상황에 따라 다르므로 업체와 조율 필요)
*   **주의사항:**
    *   **절연 장비:** 작업 시에는 반드시 마른 고무장갑 등을 착용하여 감전 위험을 줄이세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-05-safety-auto-d98bca,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-d98bca/,safety,"혼자 사는 당신, 늦은 밤 갑자기 두꺼비집이 내려가거나 콘센트에서 스파크가 튈 때: 당황하지 않고 안전하게 확인하고 대처하는 법",절대,5,**손상된 콘센트나 플러그는 절대 맨손으로 만지지 마세요.** 고무장갑 등 절연 장갑이 있다면 착용하는 것이 좋습니다.,REVIEW,,,2026-08-18
2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,cost,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",반드시,4,새로운 제품은 반드시 샘플이나 소용량으로 테스트해보세요.,REVIEW,,,2026-08-18
2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,cost,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",무조건,3,"가격:** 무조건 비싸다고 좋은 것도, 무조건 싸다고 나쁜 것도 아닙니다.",REVIEW,,,2026-08-18
2026-08-13-cost-auto-590148,https://honsamnote.co.kr/blog/2026-08-13-cost-auto-590148/,cost,1인 가구 구독 서비스 비용 정리｜디지털 구독료 절약,반드시,4,*   **자동 결제일 전 해지:** 다음 결제일이 도래하기 전에 반드시 해지해야 추가 과금을 막을 수 있습니다.,REVIEW,,,2026-08-18
2026-08-13-cost-auto-590148,https://honsamnote.co.kr/blog/2026-08-13-cost-auto-590148/,cost,1인 가구 구독 서비스 비용 정리｜디지털 구독료 절약,무조건,2,"**4단계: '유용' 서비스 비용 최적화**
'유용'으로 분류된 서비스는 무조건 해지하기보다 비용을 합리적으로 줄일 방법을 찾아봅니다.",REVIEW,,,2026-08-18
2026-08-13-cost-auto-590148,https://honsamnote.co.kr/blog/2026-08-13-cost-auto-590148/,cost,1인 가구 구독 서비스 비용 정리｜디지털 구독료 절약,확실히,2,"(예: 여러 클라우드 서비스 동시 사용, 여러 뉴스 플랫폼 구독)
*   **개인의 '삶의 질' 기준:** 비용이 비싸더라도 '이 서비스가 없으면 나의 삶의 질이 현저히 떨어진다'고 확실히 말할 수 있나요?",REVIEW,,,2026-08-18
2026-08-13-safety-auto-6b585a,https://honsamnote.co.kr/blog/2026-08-13-safety-auto-6b585a/,safety,1인 가구 이웃 소음 기준｜밤늦은 소리,절대,10,"만약 생명이나 안전이 위협받는 소리(비명, 다툼, 기물 파손, 도움 요청)라고 판단되면 **절대 직접 찾아가지 말고 즉시 112에 신고**하세요.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,housing,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",반드시,4,전화 통화 후 반드시 문자 메시지나 이메일 등 기록이 남는 방법으로 다시 한번 내용을 전달하는 것이 중요합니다.,REVIEW,,,2026-08-18
2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,housing,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",절대,1,"**✓ 주의사항:**
*   **절대 먼저 집을 비우지 마세요:** 새로운 임차인이 들어오기 전이거나 임대인과의 보증금 반환 합의가 확실히 되지 않은 상태에서 무작정 퇴실하면, 빈집에 대한 월세 책임을 전부 지게 될 수 있습니다.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-ecfb76,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ecfb76/,housing,"혼자 사는 직장인, 갑자기 이사 가야 할 때? 전월세 계약 중도 해지, 손해 최소화하는 현명한 대처법",확실히,2,"**✓ 주의사항:**
*   **절대 먼저 집을 비우지 마세요:** 새로운 임차인이 들어오기 전이거나 임대인과의 보증금 반환 합의가 확실히 되지 않은 상태에서 무작정 퇴실하면, 빈집에 대한 월세 책임을 전부 지게 될 수 있습니다.",REVIEW,,,2026-08-18
2026-08-01-safety-auto-a71046,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-a71046/,safety,"혼자 사는 당신, 늦은 밤 집 문 앞에서 열쇠를 잃어버렸을 때 안전하게 귀가하고 문을 여는 방법",반드시,5,늦은 시간이라 미안하더라도 안전 문제이므로 반드시 연락해 도움을 요청하세요.,REVIEW,,,2026-08-18
2026-08-01-safety-auto-a71046,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-a71046/,safety,"혼자 사는 당신, 늦은 밤 집 문 앞에서 열쇠를 잃어버렸을 때 안전하게 귀가하고 문을 여는 방법",절대,1,(절대 집 문 위나 화분 밑 등 외부에 두지 마세요.,REVIEW,,,2026-08-18
